Company Brand,Founded,HeadQuarter,Sector,What it does,Founders,Investor,Amount,Stage,Year
GoMechanic,2016,New Delhi,Technology,Find automobile repair and maintenance service providers,"Amit Bhasin, Kushal Karwa, Nitin Rana, Rishabh Karwa",Sequoia Capital,5000000.0,Series B,2019
TheCollegeFever,0,Bangalore,Commerce,"TheCollegeFever is a hub for fun, fiesta and frolic of Colleges.",Unknown,Unknown,250000.0,Pre-series A,2018
Happy Cow Dairy,0,Mumbai,Agriculture,A startup which aggregates milk from dairy farmers in rural Maharashtra.,Unknown,Unknown,579710.1449275363,Pre-series A,2018
MyLoanCare,0,Gurgaon,Finance,Leading Online Loans Marketplace in India,Unknown,Unknown,942028.9855072463,Series A,2018
PayMe India,0,Noida,Finance,PayMe India is an innovative FinTech organization which offers short term financial suport to corporate employees.,Unknown,Unknown,2000000.0,Angel Round,2018
Eunimart,0,Hyderabad,Commerce,Eunimart is a one stop solution for merchants to create a difference by selling globally.,Unknown,Unknown,1300000.0,Pre-series A,2018
Hasura,0,Bangalore,Technology,"Hasura is a platform that allows developers to build, deploy, and host cloud-native applications quickly.",Unknown,Unknown,1600000.0,Pre-series A,2018
Tripshelf,0,New Delhi,Commerce,Tripshelf is an online market place for holiday packages.,Unknown,Unknown,231884.0579710145,Pre-series A,2018
Hyperdata.IO,0,Hyderabad,Business Intelligence,Hyperdata combines advanced machine learning with human intelligence.,Unknown,Unknown,724637.6811594203,Angel Round,2018
Freightwalla,0,Mumbai,Business Intelligence,Freightwalla is an international forwarder thats helps you manage supply chain by providing online tools including instant quotations.,Unknown,Unknown,1300000.0,Pre-series A,2018
Microchip Payments,0,Bangalore,Finance,Microchip payments is a mobile-based payment application and point-of-sale device,Unknown,Unknown,1300000.0,Pre-series A,2018
BizCrum Infotech Pvt. Ltd.,0,New Delhi,Commerce,Building Transactionary B2B Marketplaces,Unknown,Unknown,1300000.0,Pre-series A,2018
Emojifi,0,Bangalore,Technology,"Emojifi is an app that provides live emoji, stickers & GIFs suggestions based on the typed words across chat platforms.",Unknown,Unknown,1300000.0,Pre-series A,2018
Flock,0,India,Commerce,Flock is a real-time messaging and collaboration app for teams that speeds up and simplifies communication and boosts productivity.,Unknown,Unknown,1300000.0,Pre-series A,2018
Freshboxx,0,Hubli,Food & Beverages,"Freshboxx is incubated at Sandbox Startups, a unit of the Deshpande Foundation.",Unknown,Unknown,1300000.0,Pre-series A,2018
Wide Mobility Mechatronics,0,Bangalore,Manufacturing,Wide Mobility Mechatronics is a Private Company limited by Shares,Unknown,Unknown,1300000.0,Pre-series A,2018
Pitstop,0,Bangalore,Transport,Pitstop offers general repair and maintenance services for cars through its doorstep service vehicles.,Unknown,Unknown,1449275.3623188406,Pre-series A,2018
Mihuru,0,Mumbai,Finance,Mihuru is an online platform which gives micro loans for air travel .,Unknown,Unknown,150000.0,Pre-series A,2018
Fyle,0,Bangalore,Finance,Fyle is an intelligent expense management platform for enterprises.,Unknown,Unknown,1100000.0,Pre-series A,2018
AppWharf,0,New Delhi,Commerce,Appwharf is an intelligent assistant that helps find you the best-fit SaaS for your business.,Unknown,Unknown,1300000.0,Pre-series A,2018
Antariksh Waste Ventures Pvt ltd,0,Chennai,Business Intelligence,Waste Management for Smart Cities,Unknown,Unknown,7246.376811594203,Pre-series A,2018
Cogoport,0,Mumbai,Transport,Cogoport is a platform that provides freight buying industry with spot rates and bidding process for freight buyers.,Unknown,Unknown,6000000.0,Series A,2018
PaisaDukan,0,Mumbai,Finance,A P2P lending marketplace platform,Unknown,Unknown,650000.0,Pre-series A,2018
Sleepy Owl Coffee,0,New Delhi,Food & Beverages,"Makers of a signature coffee that's exceptional in taste. It's super easy to brew, requires no equipment & ships to your door.",Unknown,Unknown,507246.37681159424,Pre-series A,2018
BlueJack,0,New Delhi,Transport,Delhi-based online used vehicles marketplace.,Unknown,Unknown,927536.231884058,Pre-series A,2018
PregBuddy,0,Bangalore,Hospitality,PregBuddy is a smart connected care platform for expecting mothers.,Unknown,Unknown,1300000.0,Pre-series A,2018
AgNext Technologies,0,Mohali,Business Intelligence,AgNext is an agricultural sensing and solutions company focused on building data-driven solutions for agricultural stakeholders,Unknown,Unknown,1300000.0,Series A,2018
Pando,0,Chennai,Transport,A startup which digitizes logistics operations for Fortune 500 companies.,Unknown,Unknown,2000000.0,Pre-series A,2018
Mintifi,0,Mumbai,Finance,Online lending startup based in Mumbai.,Unknown,Unknown,2000000.0,Pre-series A,2018
Carcrew,0,Mumbai,Transport,India's Online Auto Repair Marketplace,Unknown,Unknown,2000000.0,Pre-series A,2018
NicheAI,0,Hyderabad,Technology,Early stage Artificial Intelligence (AI) start up.,Unknown,Unknown,1300000.0,Angel Round,2018
Chariot Tech,0,New Delhi,Telecommunications,Chariot Tech is an Internet of Things (IoT) startup based in New Delhi.,Unknown,Unknown,289855.0724637681,Pre-series A,2018
Ideal Insurance Brokers/ 121Policy.com,0,Kolkata,Finance,Ideal Insurance Broking is one of the leaders in insurance broking domain.,Unknown,Unknown,1000000.0,Pre-series A,2018
Loanzen,0,Bangalore,Finance,Loanzen helps small businesses get unsecured working capital loans against their their pending invoices.,Unknown,Unknown,1300000.0,Pre-series A,2018
Mojro Technologies,0,Bangalore,Transport,Mojro envisions to be the world's largest technology-enabled logistics platform.,Unknown,Unknown,650000.0,Pre-series A,2018
Elemential,0,Mumbai,Finance,"Blockchain Development Platform To Design, Run & Scale Blockchain Networks.",Unknown,Unknown,1000000.0,Pre-series A,2018
Loadshare,0,Bangalore,Transport,LoadShare is India’s fastest growing logistics company,Unknown,Unknown,5000000.0,Series A,2018
Yumlane,0,Mumbai,Food & Beverages,Food startup Yumlane operated by QwikPik Technology,Unknown,Unknown,4000000.0,Series A,2018
Kriger Campus,0,New Delhi,Education,A Education Start Up.,Unknown,Unknown,434782.60869565216,Pre-series A,2018
Pipa+Bella,0,Mumbai,Beauty & Fashion,Pipa+Bella is an online store aimed at selling fashionable and affordable costume jewelry at par with international standards and trends,Unknown,Unknown,1000000.0,Series A,2018
Kaleidofin,0,Chennai,Finance,A fintech platform.,Unknown,Unknown,2800000.0,Pre-series A,2018
Chakr Innovation,0,New Delhi,Energy,Chakr has developed the world’s first retro-fit emission control device for diesel generators.,Unknown,Unknown,1300000.0,Pre-series A,2018
IndigoLearn,0,Hyderabad,Education,India's the premier education destination catering to the needs of aspiring students of the CA community.,Unknown,Unknown,150000.0,Pre-series A,2018
UClean,0,India,Energy,UClean is a tech enabled laundry service provider.,Unknown,Unknown,579710.1449275363,Pre-series A,2018
Coutloot,0,Mumbai,Beauty & Fashion,The Fashion Re-commerce platform.,Unknown,Unknown,1000000.0,Pre-series A,2018
Letstrack,0,New Delhi,Technology,"Letstrack GPS tracking devices to track your kids, bike, car and other vehicles. GPS trackers for Vehicle Tracking System in India.",Unknown,Unknown,1700000.0,Pre-series A,2018
Pooltoo,0,New Delhi,Transport,Pooltoo offers a premium ride sharing platform.,Unknown,Unknown,1300000.0,Pre-series A,2018
Finzy,0,Bangalore,Finance,finzy is the premier peer to peer lending solution in India.,Unknown,Unknown,1300000.0,Pre-series A,2018
Fitternity,0,Mumbai,LifeStyle,India's largest online fitness platform that provides an integrated eco-system to help users start & sustain their fitness journey,Unknown,Unknown,2000000.0,Pre-series A,2018
Keito,0,Pune,Education,Building an Intelligent Digital Assistant.,Unknown,Unknown,1300000.0,Pre-series A,2018
Tolet for Students,0,Jodhpur,Hospitality,"Reserve your Room, Hostel or Paying Guest, while relocating for higher education.",Unknown,Unknown,72463.76811594203,Pre-series A,2018
Chai Kings,0,Chennai,Food & Beverages,Chai Kings is a tea retail chain,Unknown,Unknown,289855.0724637681,Pre-series A,2018
Dainik Jagran,0,Kannur,Media & Entertainment,Dainik Jagran is a media and communications group.,Unknown,Unknown,579710.1449275363,Pre-series A,2018
Playtoome,0,Bangalore,Media & Entertainment,Playtoome is a live entertainment destination,Unknown,Unknown,289855.0724637681,Pre-series A,2018
ONGO Framework,0,Hyderabad,Business Intelligence,ONGO Framework is a B2B IT and digital solution provider.,Unknown,Unknown,1000000.0,Angel Round,2018
Notesgen,0,New Delhi,Education,A Global Peer-to-Peer and Peer-to-Group Learning Platform that helps students supplement their academic & competitive exam prep.,Unknown,Unknown,181159.42028985507,Pre-series A,2018
Arogya MedTech,0,Kolkata,Health,Arogya MedTech is a Research & Development organization in Bio-Medical industry.,Unknown,Unknown,217391.30434782608,Pre-series A,2018
Propshop24,0,Mumbai,Commerce,"Propshop24, a one-stop shop for a handpicked selection of 'fun'tastic products from around the world.",Unknown,Unknown,500000.0,Pre-series A,2018
myUpchar,0,New Delhi,LifeStyle,To bring health issues to people in their language.,Unknown,Unknown,5000000.0,Series A,2018
MissMalini Entertainment,0,Mumbai,—,"MissMalini Entertainment is a multi-platform new media network dedicated to Entertaining, Connecting & Empowering young Indians.",Unknown,Unknown,1507246.3768115942,Pre-series A,2018
Rooter,0,India,Sports,Rooter is a mobile-based platform,Unknown,Unknown,652173.9130434783,Pre-series A,2018
ZestMoney,0,Bangalore,Finance,Zest is India's first completely automated consumer digital lending platform.,Unknown,Unknown,13400000.0,Series A,2018
alphaics Corporation,0,Bangalore,Manufacturing,Advancing AI compute,Unknown,Unknown,1300000.0,Pre-series A,2018
MyDentistChoice,0,Hyderabad,Health,MyDentistChoice is a direct sales and distribution of dental equipment and accessories from top name manufacturers,Unknown,Unknown,500000.0,Pre-series A,2018
Sattviko,0,New Delhi,Food & Beverages,Sattviko fosters wellness and shares Indianness through the Sattvik way of cooking that is wholesome and tasty!,Unknown,Unknown,1300000.0,Angel Round,2018
Sensibull,0,Bangalore,Finance,Investment Management Platform,Unknown,Unknown,362318.84057971014,Pre-series A,2018
Bombay Shaving Company,0,New Delhi,LifeStyle,Bombay Shaving Company is a Men's grooming startup,Unknown,Unknown,1300000.0,Series A,2018
MedCords,0,Pune,LifeStyle,Medcords is India’s first holistic healthcare ecosystem on a cloud platform that makes health management easier,Unknown,Unknown,382608.6956521739,Pre-series A,2018
University Living,0,New Delhi,Education,University Living is an online global student housing marketplace.,Unknown,Unknown,1300000.0,Pre-series A,2018
&ME,0,Bangalore,Food & Beverages,Food and Beverage startup focussing on developing products using ayurveda with modern science for women empowerment and fitness.,Unknown,Unknown,1300000.0,Pre-series A,2018
Enakshi,0,Ahmedabad,Beauty & Fashion,Enakshi is an online apparel brand for women.,Unknown,Unknown,115942.02898550725,Pre-series A,2018
Ultraviolette Automotive,0,Bangalore,Transport,Ultraviolette is a startup working on electric two-wheelers and energy infrastructure.,Unknown,Unknown,869.5652173913044,Series A,2018
Inthree Access,0,Chennai,Business Intelligence,Inthree Access is an impact venture that connects the most inaccessible rural markets with products that can transform lives in Rural India.,Unknown,Unknown,4000000.0,Series A,2018
BUGWORKS Research India,0,Bangalore,Commerce,BUGWORKS is a drug discovery company.,Unknown,Unknown,9000000.0,Series A,2018
Guardian.in,0,Mumbai,Health,GNC is a leading global specialty retailer of health and wellness products that takes pride to be the world's largest company,Unknown,Unknown,1300000.0,Pre-series A,2018
PrestLoans,0,New Delhi,Finance,"PrestLoans New age tech driven RBI regd NBFC helping businesses by providing easy, quick n hassle free loans.",Unknown,Unknown,100000.0,Pre-series A,2018
Wimoxez,0,Hyderabad,Technology,"Data Intelligence Publishing Platform, We bring the best resources to learn valuable technologies which will shape tomorrow.",Unknown,Unknown,20000.0,Pre-series A,2018
India Accelerator,0,Gurgaon,Business Intelligence,India Accelerator runs mentorship-driven incubation and acceleration programs for start ups.,Unknown,Unknown,1300000.0,Angel Round,2018
HappyEMI,0,Bangalore,Finance,HappyEMI is a point of sale digital lending platform that helps consumers finance their purchases in-store and online,Unknown,Unknown,1000000.0,Pre-series A,2018
Wishup,0,Azadpur,Business Intelligence,Premium Personal Assistance service,Unknown,Unknown,1300000.0,Pre-series A,2018
Hansel.io,0,Bangalore,Technology,"Hansel, a mobile app management platform, provides the infrastructure that companies need, in order to personalize product experiences.",Unknown,Unknown,4000000.0,Series A,2018
Propelld,0,Bangalore,Finance,Propelld is a student education financing platform.,Unknown,Unknown,250000.0,Pre-series A,2018
PivotRoots,0,Mumbai,Business Intelligence,Digital Marketing powered by Data & Technology; fueled by Design thinking,Unknown,Unknown,1300000.0,Series A,2018
ZiffyHomes,0,New Delhi,Commerce,ZiffyHomes is a technology driven marketplace to find out home on rent.,Unknown,Unknown,120000.0,Pre-series A,2018
Carmesi,0,Gurgaon,Health,Carmesi is a brand of high-end menstrual-hygiene products in India.,Unknown,Unknown,492753.6231884058,Pre-series A,2018
OckyPocky,0,Haryana,Education,OckyPocky is a interactive and personalised language learning app for preschool kids.,Unknown,Unknown,1300000.0,Angel Round,2018
Racetrack,0,Bangalore,Media & Entertainment,"Racetrack is a sales and support-focused AI-driven platform designed for education, real estate, and e-commerce sectors.",Unknown,Unknown,4956521.739130435,Pre-series A,2018
WHR,0,Pune,Health,"WHR is to make affordable healthcare a reality for all. Our vision is to make healthcare services easier, better and more accessible.",Unknown,Unknown,143145.0,Pre-series A,2018
Asteria Aerospace,0,Bangalore,Transport,Asteria Aerospace is a robotics and artificial intelligence company.,Unknown,Unknown,1300000.0,Pre-series A,2018
FabAlley,0,Noida,Beauty & Fashion,"FabAlley is the ultimate Indian fashion destination for fashion-forward, indie-chic girls. Founded in 2012, Tanvi Malik and Shivani Poddar",Unknown,Unknown,8695652.173913043,Series B,2018
Tranzmeo,0,Kochi,Education,Tranzmeo Connect : is A Complete Comprehensive Anomaly forensic Solution with Actionable Insights.,Unknown,Unknown,1300000.0,Pre-series A,2018
SBI Life,0,Mumbai,Finance,SBI Life is one of the life insurance company that offers a range of life insurance plans and policies to protect you and your family.,Unknown,Unknown,742000000.0,Equity,2018
Studds Accessories,0,Faridabad,Commerce,Studds Accessories is a scooter accessories service provider in India,Unknown,Unknown,14492753.623188406,Equity,2018
Design Cafe,0,Bangalore,LifeStyle,"Design + Execution Organization that delivers beautiful & innovative designs for Home Interiors, in any budget.",Unknown,Unknown,28985507.246376812,Series B,2018
NoPaperForms Solutions Pvt. Ltd.,0,New Delhi,Business Intelligence,"NoPaperForms is a marketing automation, lead nurture and enrolment management platform for educational institutions",Unknown,Unknown,3980000.0,Series B,2018
Rays Power Infra,0,Jaipur,Energy,Rays Power Infra is a leading integrated Solar Power Company.,Unknown,Unknown,28985507.246376812,Unknown,2018
AuthMetrik,0,Gurgaon,Commerce,"SaaS, B2B, Security, Stop account sharing, Fraud Detection",Unknown,Unknown,10000.0,Grant,2018
Khidki,0,Bangalore,Technology,Vernacular Social Network Focused on Town Level Content and Interactions,Unknown,Unknown,1300000.0,Pre-series A,2018
LetsTransport,0,Bangalore,Transport,Lets transport is a logistics solution provider.,Unknown,Unknown,14492753.623188406,Series B,2018
Next Digital Solutions,0,Kota,Commerce,Next Digital Solutions is website design & Digital Marketing development company.,Unknown,Unknown,1449.2753623188405,Angel Round,2018
Portea Medical,0,Bangalore,Hospitality,Portea Medical is the largest and fastest growing provider of in-home medical care in India today with a 24-city network.,Unknown,Unknown,3623188.4057971016,Debt,2018
Aavas Financiers,0,Jaipur,Finance,"Aavas Financiers is engaged in the business of providing housing loans, primarily in the un-served, unreached and under-served market.",Unknown,Unknown,28985507.246376812,Debt,2018
Swiggy,0,Bangalore,Food & Beverages,Swiggy is a food ordering and delivery company that provides food service solutions for restaurants.,Unknown,Unknown,1000000000.0,Series H,2018
Milkbasket,0,Haryana,Food & Beverages,"Milkbasket delivers milk, bread, eggs, butter, juices and other daily need items, every morning, right at your doorstep, free of charge.",Unknown,Unknown,7000000.0,Series A,2018
Nutrisattva (Proliva),0,Anand,LifeStyle,Nutrisattva is a protein innovation compan,Unknown,Unknown,1300000.0,Angel Round,2018
Toppr,0,Mumbai,Business Intelligence,Toppr.com is an online preparation platform for entrance exams in India.,Unknown,Unknown,35000000.0,Series C,2018
Jagaran Microfin,0,Kolkata,—,Jagaran Microfin is a Microfinance institution which achieves a healthy amalgamation of social and financial,Unknown,Unknown,7971014.492753623,Debt,2018
Vivriti Capital,0,Chennai,Finance,Vivriti Capital is an online platform for institutional debt in India.,Unknown,Unknown,28500000.0,Unknown,2018
Be U Salons,0,New Delhi,Beauty & Fashion,Be U is India's first subscription based Salon Chain.,Unknown,Unknown,434782.60869565216,Pre-series A,2018
Impact Guru,0,Mumbai,Finance,"We're a Harvard incubated crowdfunding platform for nonprofits, social enterprises, startups and individuals.",Unknown,Unknown,2000000.0,Series A,2018
MobiKwik,0,Gurgaon,Finance,MobiKwik is a payments backed fintech platform in India. MobiKwik App offers instant loans & investment products to the 500M masses of India,Unknown,Unknown,3478260.8695652173,Series E,2018
Stones2Milestones,0,Gurgaon,Education,Stones2milestones is a Gurgaon Based Learning Company.,Unknown,Unknown,1300000.0,Pre-series A,2018
Generico,0,Mumbai,Health,Generico is the fastest growing specialized pharmacy retail chain of Generic medicines.,Unknown,Unknown,1300000.0,Series A,2018
Adiuvo Diagnostics,0,Chennai,Health,Adiuvo Diagnostics is a medical diagnostic device company based in India.,Unknown,Unknown,1300000.0,Pre-series A,2018
DataTrained,0,Bangalore,Education,"DataTrained is a educational platform, which operates an ed-tech startup on data science",Unknown,Unknown,1739130.4347826086,Pre-series A,2018
OneAssist,0,Mumbai,Finance,OneAssist is a protection & assistance services platform.,Unknown,Unknown,2400000.0,Debt,2018
Satin Creditcare Network Limited (SCNL),0,New Delhi,Finance,Satin is a non-banking finance company providing individual loans to urban shopkeepers.,Unknown,Unknown,30000000.0,Debt,2018
APAC Financial Services,0,Mumbai,Finance,APAC Financial Services is a financial services platform.,Unknown,Unknown,36231884.057971016,Equity,2018
Moglix,0,Noida,Commerce,"Moglix is a supplier of industrial tools like hand tools, power tools, electrical, and safety equipment.",Unknown,Unknown,23000000.0,Series C,2018
SEDEMAC Mechatronics,0,Mumbai,Transport,SEDEMAC Mechatronics is technology company that distributes control-intensive products for automobiles.,Unknown,Unknown,1300000.0,Unknown,2018
MadGuy Labs,0,Hyderabad,Education,MadGuy Labs is a Online Test-prep Platform.,Unknown,Unknown,150000.0,Unknown,2018
Dee Dee Labs,0,Pune,Commerce,Dee Dee Labs is design and development lab with a primary focus on the development of next generation of bionic prostheses.,Unknown,Unknown,1300000.0,Pre-series A,2018
FLEECA,0,Jaipur,—,FLEECA is a Tyre Care Provider company.,Unknown,Unknown,1300000.0,Pre-series A,2018
Shop101,0,Mumbai,Commerce,#1 Online Selling App. India’s leading social commerce platform. Setup free online store in 2 min. Sell own goods or resell Shop101 Supply.,Unknown,Unknown,11000000.0,Series B,2018
FeedMyPockets,0,Bangalore,Business Intelligence,On Demand Staffing Platform,Unknown,Unknown,637681.1594202899,Pre-series A,2018
Housejoy,0,Bangalore,Beauty & Fashion,Housejoy is a web-based platform that allows individuals to browse and book service providers for their homes.,Unknown,Unknown,3240000.0,Series B,2018
Ambee,0,Bangalore,Health,Ambee is an Environment analytics startup.,Unknown,Unknown,1300000.0,Angel Round,2018
FoodBuddy,0,Belgaum,Food & Beverages,"FoodBuddy is a online food delivery portal, providing boundary breaking delivery.",Unknown,Unknown,869565.2173913043,Pre-series A,2018
Ninjacart,0,Bangalore,Business Intelligence,Ninjacart is a B2B agri-marketing platform that connects vegetables and fruits farmers directly with businesses.,Unknown,Unknown,36231884.057971016,Series B,2018
Olly Smart Credit Card,0,New Delhi,Finance,Olly is a digital credit card for India's working masses and young people.,Unknown,Unknown,1300000.0,Pre-series A,2018
Zestl,0,Pune,Technology,"No-Code Workflow Automation. Build enterprise applications in days with AI, Cognitive Automation, Collaboration and more built in.",Unknown,Unknown,1300000.0,Pre-series A,2018
BYJU’S,0,Bangalore,Education,BYJU’s is an edtech company that is reinventing how students learn through its learning app.,Unknown,Unknown,540000000.0,Equity,2018
Wakefit,0,Bangalore,Commerce,Wakefitkart is a mattress manufacturing company. We manufacture the best quality mattresses at affordable prices.,Unknown,Unknown,9420289.855072465,Unknown,2018
Hero Electric,0,New Delhi,Manufacturing,"Hero Electric, a 100% subsidiary of the Hero Group, is a pioneer in the Indian Electric Vehicle Industry.",Unknown,Unknown,23188405.79710145,Unknown,2018
Pentation Analytics,0,Mumbai,Business Intelligence,Pentation as an Insurtech enables insurers and intermediaries with our Insurance Analytics Suite- an Insurance specific AI/ML Software Suite,Unknown,Unknown,1300000.0,Pre-series A,2018
PerkFinance,0,Bangalore,Finance,PerkFinance partners with employers to provide affordable loans to their employees at no cost to the company,Unknown,Unknown,900000.0,Pre-series A,2018
Roposo,0,Gurgaon,Business Intelligence,Roposo - TV by the People is a unique social media platform where people express visually with homemade videos and photos.,Unknown,Unknown,10000000.0,Series C,2018
Plum Goodness,0,Thane,Beauty & Fashion,Plum Haircare Is Silicone-Free & Sulphate-Free. Designed For Damaged & Dandruff-Free Hair,Unknown,Unknown,1300000.0,Series A,2018
Drstore,0,Mumbai,Hospitality,Drstore is a exclusive e- commerce platform.,Unknown,Unknown,1300000.0,Pre-series A,2018
Wow Venue,0,Mumbai,Hospitality,Wow Venue is an online platform.,Unknown,Unknown,1500000.0,Unknown,2018
Chizel,0,Pune,LifeStyle,Chizel is a worlds most advanced cloud platform for on-demand manufacturing in 3D Printing and CNC Machining,Unknown,Unknown,1300000.0,Pre-series A,2018
OTO Capital,0,Mumbai,Transport,OTO Capital is a platform that allows you to own a car faster than ever.,Unknown,Unknown,724637.6811594203,Pre-series A,2018
Boodmo,0,Gurgaon,Transport,boodmo.com - large online marketplace for auto parts in India.,Unknown,Unknown,1014492.7536231885,Pre-series A,2018
Khabri,0,Haryana,Media & Entertainment,Khabri is a digital audio platform for content in vernacular.,Unknown,Unknown,1300000.0,Pre-series A,2018
MyNewCar.in,0,Gurgaon,Transport,MyNewCar.in offers new cars at best price with great deals. Book a new car online or request a doorstep test drive,Unknown,Unknown,1000000.0,Unknown,2018
HalaPlay Technologies,0,Bangalore,Sports,A daily fantasy sports platform.,Unknown,Unknown,5000000.0,Series A,2018
PlanetSpark,0,Gurgaon,Education,PlanetSpark is an after-school Maths and English learning program for pre teen kids between Grades 2nd to 7th.,Unknown,Unknown,231884.0579710145,Pre-series A,2018
WheelsEMI,0,Pune,—,"WheelsEMI is the brand name of NBFC, WheelsEMI Pvt. Ltd.",Unknown,Unknown,14000000.0,Series B,2018
Forum for Innovation Incubation Research and Entrepreneurship,0,Margao,Finance,"FiiRE, a technology business incubator helps the startup process to move from the garage to the lab.",Unknown,Unknown,1485507.2463768115,Grant,2018
OYO,0,Gurgaon,Hospitality,OYO is an Indian hospitality startup that operates a network of budget hotels.,Unknown,Unknown,100000000.0,Series E,2018
Quikr,0,Bangalore,Commerce,"Quikr is a free classifieds and online marketplace that helps users sell, buy, rent, or discover anything across India.",Unknown,Unknown,7971014.492753623,Debt,2018
Tabono,0,Gurgaon,Sports,Tabono is a one stop environment for all your fitness solution.,Unknown,Unknown,1300000.0,Pre-series A,2018
LearnApp,0,Noida,Finance,"Learnapp.co - Video courses & live classes in investing, trading, banking and finance.",Unknown,Unknown,289855.0724637681,Pre-series A,2018
Shopkirana,0,Indore,Commerce,Shopkirana connects brands and traditional retailers with the help of technology and supply chain innovation.,Unknown,Unknown,2000000.0,Unknown,2018
Fric Bergen,0,Alwar,—,Fric Bergen is a leader in the specialty food industry.,Unknown,Unknown,1300000.0,Unknown,2018
Articbot,0,Kannur,Technology,Articbot is a conversational AI platform for automated customer support and lead generation,Unknown,Unknown,17391.304347826088,Grant,2018
BuildSupply,0,Gurgaon,Business Intelligence,India’s most advanced ERP system for the real estate,Unknown,Unknown,3623188.4057971016,Series A,2018
Fusion Microfinance,0,New Delhi,Finance,Fusion Microfinance Pvt. Ltd. is an NBFC registered with RBI,Unknown,Unknown,75362318.84057972,Series E,2018
Any time Doctor,0,Chennai,Technology,Anytime Doctor is a Software company.,Unknown,Unknown,1300000.0,Angel Round,2018
Go Payments,0,Mumbai,Business Intelligence,Go Payments was founded with the mission of assisting consumers with performing a whole host of financial services at their doorstep.,Unknown,Unknown,1300000.0,Corporate Round,2018
Guiddoo World,0,Mumbai,Hospitality,We build In-Destination Experiences!,Unknown,Unknown,800000.0,Pre-series A,2018
ION Energy,0,Mumbai,Energy,A stealth startup building a layer of infrastructure for highly efficient energy storage systems.,Unknown,Unknown,1041000.0,Unknown,2018
UnoTag,0,Bangalore,Technology,SaaS to verify counterfeit,Unknown,Unknown,100000.0,Pre-series A,2018
CivilCops,0,Gurgaon,Government,Gov-Tech,Unknown,Unknown,100000.0,Pre-series A,2018
Rockmetric,0,Mumbai,Technology,"Smarter analytics to understand how each customer uses your product. Drive growth in conversion, retention and engagement.",Unknown,Unknown,1300000.0,Grant,2018
Classworks India,0,Chennai,Education,"Saas, Web App, Mobile App, School Education",Unknown,Unknown,1449.2753623188405,Unknown,2018
Snapmint,0,Mumbai,Finance,"Snapmint facilitates simplified, fairly-priced and hassle-free EMI options without a Credit Card.",Unknown,Unknown,1300000.0,Pre-series A,2018
artbandhu,0,Bangalore,Media & Entertainment,Ai platform for Art and Creative Community,Unknown,Unknown,15000.0,Pre-series A,2018
Survaider,0,Bangalore,Business Intelligence,Stethoscope for customer feedback !,Unknown,Unknown,500000.0,Pre-series A,2018
Credy,0,Bangalore,Finance,Credy is a fintech platform that connects borrowers seeking capital with lenders seeking market beating returns.,Unknown,Unknown,1400000.0,Pre-series A,2018
iChamp,0,Gurgaon,Education,iChamp is an e education innovation product from RNM E-Services Pvt Ltd.,Unknown,Unknown,5000000.0,Pre-series A,2018
Qandle,0,Gurgaon,Technology,A cloud-based HR management and employee engagement platform.,Unknown,Unknown,1200000.0,Pre-series A,2018
Avishkaar Box,0,New Delhi,Education,"Avishkaar Box is just not another box full of material rather it is a well researched, thought through solution",Unknown,Unknown,724637.6811594203,Pre-series A,2018
Gegadyne Energy,0,Mumbai,Transport,A Mumbai-based startup Electric Vehicle (EV) & Energy Storage company.,Unknown,Unknown,1300000.0,Angel Round,2018
HyperXchange,0,Pune,Commerce,hyperXchange is India's fastest growing O2O marketplace for premium refurb gadgets,Unknown,Unknown,1000000.0,Series A,2018
Deftouch,0,Bangalore,—,Deftouch is a mobile game development company that currently focuses on winning the Cricket gaming market with a social multiplayer game.,Unknown,Unknown,1300000.0,Pre-series A,2018
Doodhwala,0,Bangalore,Food & Beverages,Doodhwala is an online milk delivery startup that offers over 70 varieties of milk along with a plan based on clients' requirement.,Unknown,Unknown,2200000.0,Pre-series A,2018
DronaHQ,0,Mumbai,Technology,DronaHQ is an enterprise mobile engagement platform.,Unknown,Unknown,500000.0,Angel Round,2018
FastFox,0,Gurgaon,Real Estate,FastFox: Market Network for Home Rentals (India),Unknown,Unknown,1449275.3623188406,Series A,2018
BuyForexOnline,0,Bangalore,Hospitality,BuyForexOnline.com is India's first completely online provider for buying Foreign Exchange.,Unknown,Unknown,2000000.0,Unknown,2018
Colive.in,0,Bangalore,Commerce,A technology powered network of Branded Serviced Homes conveniently located near educational institutions & workplaces.,Unknown,Unknown,1800000.0,Pre-series A,2018
Agricxlab Private Limited,0,Thane,Commerce,Online marketplace where farmers and traders can sell their produce to B2B buyers,Unknown,Unknown,500000.0,Pre-series A,2018
Corefactors,0,Bangalore,—,"Corefactors is a leading campaign management, business communication and analytics company.",Unknown,Unknown,1300000.0,Pre-series A,2018
Fincash.com,0,Mumbai,Finance,A startup in the personal finance space in India .,Unknown,Unknown,150000.0,Pre-series A,2018
Pandorum Technologies,0,Bangalore,Health,Bengaluru based biotech startup.,Unknown,Unknown,3600000.0,Series A,2018
Shirsa Labs,0,Mumbai,LifeStyle,Shirsa Labs is a cognitive skill assessment and training portal that provides children with fun educational games.,Unknown,Unknown,500000.0,Pre-series A,2018
PetSutra,0,Gurgaon,Health,Gurugram-based Online petcare platform.,Unknown,Unknown,137681.15942028986,Pre-series A,2018
